Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Founded Date,Closed Date,Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Type,Total Funding Amount,Status
Larky,https://www.crunchbase.com/organization/larky,"Navigation and Mapping, Data and Analytics, Sales and Marketing, Internet Services, Financial Services, Mobile","Ann Arbor, Michigan, United States",Larky is a mobile loyalty and engagement platform that helps their clients connect with their audience.,"19,813",1/1/12,,2,6/6/14,1760000,Series A,2410000,Operating
Lantern Pharma,https://www.crunchbase.com/organization/lantern-pharma,Health Care,"Dallas, Texas, United States",Lantern develop novel targeted cancer therapeutics.,"15,020",1/1/13,,4,5/2/17,3700000,Series A,4730000,Operating
Lantern Credit,https://www.crunchbase.com/organization/neft,"Financial Services, Lending and Investments","Newport Beach, California, United States","Lantern Credit, LLC is a financial technology company working to solve systemic inefficiencies in the consumer credit market.","7,665",1/1/13,,1,9/10/15,10000000,Series A,10000000,Operating
Lantern,https://www.crunchbase.com/organization/thriveon,"Sports, Health Care","San Francisco, California, United States",Lantern's personalized programs combine quick daily exercises with professional coaching to strengthen emotional well-being,"3,153",1/1/12,,3,2/10/16,17000000,Series A,21400000,Operating
Landed,https://www.crunchbase.com/organization/landed,"Commerce and Shopping, Real Estate, Financial Services, Lending and Investments","San Francisco, California, United States",Get down payment help from your community.,"6,866",1/1/15,,3,6/14/17,5000000,Series A,7120000,Operating
Lacework,https://www.crunchbase.com/organization/lacework,"Information Technology, Software, Privacy and Security","Mountain View, California, United States",Lacework enables security teams to discover and secure data center/cloud workloads.,"20,181",1/23/15,,1,5/25/15,8000000,Series A,8000000,Operating
Labrys Biologics,https://www.crunchbase.com/organization/labrys-biologics,"Biotechnology, Science and Engineering, Health Care","San Francisco, California, United States",Labrys Biologics develops treatments for chronic migraine.,"18,626",1/1/12,,2,1/3/13,31000000,Series A,45588234,Was Acquired
Labdoor,https://www.crunchbase.com/organization/labdoor,"Commerce and Shopping, Information Technology, Data and Analytics","San Francisco, California, United States","Labdoor is an online marketplace that tests and ranks supplements, providing consumers an easy way to research and buy the best products.",981,5/15/12,,5,11/3/16,3400000,Series A,10790587,Operating
Lab7 Systems,https://www.crunchbase.com/organization/lab7-systems,"Biotechnology, Science and Engineering, Data and Analytics, Health Care","Austin, Texas, United States",Lab7 Systems provides a workflow management software platform for companies using data-intensive scientific techniques.,"19,598",1/1/12,,4,10/26/16,3000000,Series A,3965000,Operating
Kyte Learning,https://www.crunchbase.com/organization/kyte-learning,"Media and Entertainment, Software, Education, Video","Salt Lake City, Utah, United States",Kyte Learning provides online professional development focused on implementing classroom technology.,"25,351",11/14/14,,1,11/28/14,3000000,Series A,3000000,Operating
Kwicr,https://www.crunchbase.com/organization/kwicr,"Software, Mobile","Waltham, Massachusetts, United States",The worldäó»s first mobile delivery network.,"19,102",1/1/12,,3,10/29/13,6500000,Series A,8143000,Was Acquired
kWh Analytics,https://www.crunchbase.com/organization/kwh-analytics,"Natural Resources, Energy, Sustainability","San Francisco, California, United States",kWh Analytics provides solar asset data and portfolio analytics for the solar industry.,"10,785",1/1/12,,3,9/7/16,5000000,Series A,5000000,Operating
Kuví©e,https://www.crunchbase.com/organization/kuvee,Food and Beverage,"Boston, Massachusetts, United States",Kuvee is a direct to consumer wine service featuring a wine bottle that keeps wine fresh for 30 days.,"8,744",1/1/14,,3,7/27/16,3750000,Series A,9750000,Operating
Kustomer,https://www.crunchbase.com/organization/kustomer,"Information Technology, Software, Sales and Marketing","New York, New York, United States","The first platform built around the customer, bringing together everything you need to serve your customers better in one easy-to-use place.","5,211",9/1/15,,2,9/27/16,10000000,Series A,12500000,Operating
Krablr,https://www.crunchbase.com/organization/krablr-2,"Agriculture and Farming, Apps, Commerce and Shopping, Software, Mobile","Powell, Ohio, United States",Krablr offers a crab-pricing-meet-messaging app for millennials.,"17,203",1/1/13,,2,4/1/14,5000000,Series A,8000000,Operating
Koru,https://www.crunchbase.com/organization/koru,"Information Technology, Education","Seattle, Washington, United States","Koru provides training programs for fresh graduates, guiding and helping them to gain the experiences and skills required for a job.","7,433",9/1/13,,2,1/29/15,8000000,Series A,12570000,Operating
"Kong Studios, Inc.",https://www.crunchbase.com/organization/kong-studios-inc,"Apps, Software","San Jose, California, United States",Kong Studios designs and develops mobile games for iOS and Android platforms.,"26,136",1/1/13,,1,6/1/14,1000000,Series A,1000000,Operating
KodaCloud Inc,https://www.crunchbase.com/organization/kodacloud-inc,"Hardware, Mobile","Campbell, California, United States",KodaCloud brings Artificial Intelligence (AI)-powered Cloud Wi-Fi as a Service to enterprise customers via Managed Services Partners,"8,051",5/10/14,,1,10/15/15,10000000,Series A,10000000,Operating
Koa.la,https://www.crunchbase.com/organization/koa-la,"Media and Entertainment, Content and Publishing","New York, New York, United States",Koala develops a photo-sharing application which can be integrated into smartphone messenger.,"21,705",1/1/12,,2,8/1/13,4200000,Series A,8400000,Operating
KnowledgeHound,https://www.crunchbase.com/organization/knowledgehound,"Information Technology, Data and Analytics, Software, Design","Chicago, Illinois, United States",KnowledgeHound is the data organization and visualization tool for companies buried in piles of market research.,"10,762",1/1/13,,2,11/16/16,2700000,Series A,3900000,Operating
Knowledge to Practice,https://www.crunchbase.com/organization/knowledge-to-practice,"Information Technology, Health Care, Education","Bethesda, Maryland, United States","Transforming postgraduate medical education, delivering personalized, just in time learning for time starved MD's","11,409",1/1/14,,3,2/1/17,6500000,Series A,8218000,Operating
Knotel,https://www.crunchbase.com/organization/knotel,"Media and Entertainment, Real Estate, Events","New York, New York, United States",Doers live here. Knotel is the next level in company-sized workspaces. 8 locations around New York.,"3,695",12/1/15,,1,2/21/17,25000000,Series A,25000000,Operating
Knotch,https://www.crunchbase.com/organization/knotch,"Media and Entertainment, Data and Analytics, Software, Sales and Marketing, Advertising","New City, New York, United States",Knotch provides real-time intelligence on branded content.,"5,775",1/1/13,,5,9/27/16,10000000,Series A,13900000,Operating
Knock,https://www.crunchbase.com/organization/knockaway,"Commerce and Shopping, Real Estate","New York, New York, United States",Knock is an online home selling platform that guarantees to sell your home for market price in six weeks or less,"2,786",1/1/15,,3,1/31/17,32500000,Series A,34500000,Operating
Klaviyo,https://www.crunchbase.com/organization/klaviyo,Software,"Boston, Massachusetts, United States",Personalized Marketing for Ecommerce and the Web,"1,702",1/1/12,,2,8/18/17,7000000,Series A,8500000,Operating
KinderPharm,https://www.crunchbase.com/organization/kinderpharm,"Biotechnology, Science and Engineering, Health Care","Exton, Pennsylvania, United States",KinderPharm is a specialty pediatric CRO with expert resources focused exclusively on pediatric drug development.,"45,316",1/1/14,,1,8/13/15,1000000,Series A,1000000,Operating
Kin Insurance,https://www.crunchbase.com/organization/kin-insurance,Financial Services,"Chicago, Illinois, United States",Kin provides home insurance without the hassle.,"3,046",1/1/16,,2,8/1/17,4000000,Series A,4650000,Operating
KidPass,https://www.crunchbase.com/organization/kidpass,"Media and Entertainment, Events, Internet Services","New York, New York, United States",KidPass is the new way for parents to discover and book amazing kids activities.,"48,069",1/1/15,,2,5/23/17,5100000,Series A,6300000,Operating
Keywee,https://www.crunchbase.com/organization/keywee,"Media and Entertainment, Information Technology, Data and Analytics, Sales and Marketing","New York, New York, United States",Keywee offers publishers and marketers an approach to content distribution and performance measurement.,"6,855",1/1/13,,1,3/24/15,9100000,Series A,9100000,Operating
KEYPR,https://www.crunchbase.com/organization/keypr,"Travel and Tourism, Information Technology, Software, Internet Services","Los Angeles, California, United States","KEYPRŒ¬ is a cloud-based platform that connects the hospitality experience for guests, staff and management through mobile technology.","4,615",1/1/13,,3,6/20/17,19000000,Series A,19000000,Operating
Keybase,https://www.crunchbase.com/organization/keybase,"Media and Entertainment, Government and Military, Internet Services","New York, New York, United States","Get a public key, safely, starting just with someone's social media username.","11,414",1/1/14,,1,7/15/15,10800000,Series A,10800000,Operating
KenSci,https://www.crunchbase.com/organization/kensci,"Data and Analytics, Software, Artificial Intelligence","Seattle, Washington, United States","KenSci is helping fight Death with Data Science. KenSci offers a Healthcare Risk Prediction Platform that works across Clinical, Cost & Ops.","4,915",1/1/15,,2,1/25/17,8500000,Series A,8500000,Operating
Keepsafe,https://www.crunchbase.com/organization/keepsafe,Privacy and Security,"San Francisco, California, United States",KeepSafe is a cloud-based digital platform that allows users to control the privacy of their digital content.,"14,152",1/1/12,,2,7/16/13,3400000,Series A,4100000,Operating
Keemotion,https://www.crunchbase.com/organization/keemotion,"Platforms, Software, Sports, Design, Mobile","Brooklyn, New York, United States","Keemotion is is the automated production solution connecting the arena for coaches, leagues, and fans. With Keemotion, your organization can","3,984",1/1/12,,4,8/2/17,3600000,Series A,5540850,Operating
Kato,https://www.crunchbase.com/organization/kato,"Information Technology, Software, Internet Services, Messaging and Telecommunications","Oakland, California, United States",We're fixing business communication.,"22,309",1/1/13,,2,8/1/13,1760000,Series A,1878000,Operating
